x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,mass,l0,l1,l2,l3,l4,l5,l6,l7,l8
0.178013236,0.046171277,0.09091178,-0.138641302,0.180016796,0.029690948,0.973391489,0,-27.61502774,-23.40123442,-24.98804196,-54.1863018,-50.03265227,-34.5905774,-83.52935491,-106.0596169,-59.53060203
0.185079838,0.031654586,0.090987351,-0.123150654,0.191716161,0.028265797,0.973283039,0,-27.5171834,-23.52920874,-24.99189772,-48.69448305,-43.73450554,-31.38137263,-80.25191627,-103.4139495,-58.14763695
0.178044676,0.016233974,0.081431307,-0.096726961,0.18872481,0.016136977,0.977121507,0,-27.00909451,-24.42430317,-22.54040863,-43.14711538,-37.33369419,-30.62602626,-78.02457695,-99.59057298,-57.55522053
0.184632988,0.001650588,0.082125032,-0.083735576,0.198428471,0.014962173,0.976417241,0,-26.91125016,-24.55227749,-22.54426439,-37.65529663,-31.03554746,-27.4168215,-74.74713832,-96.94490563,-56.17225545
0.177301046,-0.013855311,0.074240128,-0.055835731,0.190899407,0.004468375,0.980010113,0,-26.00828354,-25.66381186,-20.64544773,-32.06070342,-25.13606843,-24.83454593,-71.24474934,-95.13538369,-55.7095647
0.181843336,-0.025485865,0.075176315,-0.043208734,0.198460683,0.003601051,0.979149322,0,-25.9104392,-25.79178618,-20.64930348,-26.56888467,-18.8379217,-21.62534116,-67.9673107,-92.48971634,-54.32659963
0.167944822,-0.027535274,0.067654192,-0.032310961,0.181159992,0.000848423,0.982922347,0,-25.86003371,-25.81154053,-19.92682303,-25.52567869,-18.51410882,-20.979601,-65.32739689,-90.2621217,-52.65377172
0.157456955,-0.042617041,0.06778571,-0.016432338,0.182765026,0.00183288,0.983017581,0,-30.84847619,-32.46056686,-23.34253001,-26.09223539,-19.426047,-21.52676391,-67.24955845,-88.29240846,-51.76010892
0.143445043,-0.049890365,0.06502011,-0.000318122,0.18515842,0.002662658,0.982705026,0,-34.51063809,-36.28048321,-26.77006889,-24.98309848,-21.2251521,-22.98065912,-68.14048242,-85.70673158,-50.7215147
0.13419256,-0.067604922,0.067100952,0.017786414,0.187928255,0.004061201,0.9820133,0,-39.49908057,-42.92950954,-30.18577588,-25.54965519,-22.13709029,-23.52782203,-70.06264398,-83.73701834,-49.8278519
-0.003926034,-0.001243726,-0.000469891,0.003418847,0.000768922,0.00986139,0.999945235,0,-4.2,-5.475,-4.125,-3.975,-6.375,-6.375,-3.525,-4.95,-7.575
-0.001865711,-0.003454721,0.00305769,-0.008386552,0.017047153,0.008770042,0.999781049,0,-6.353121637,-8.934011002,-5.78663833,-8.084217266,-7.16358666,-6.701429704,-10.69142861,-4.271298569,-7.167779141
0.001987385,0.002871622,0.008405217,-0.019273655,0.026506646,0.008133073,0.999429726,0,-9.181243275,-10.855522,-9.060776659,-12.15593453,-13.16467332,-10.89035941,-17.74535722,-9.142597138,-9.348058283
0.007978531,0.002869105,0.012401883,-0.029917849,0.047320729,0.007054319,0.998406684,0,-11.33436491,-14.31453301,-10.72241499,-16.2651518,-13.95325998,-11.21678911,-24.91178582,-8.463895707,-8.940837424
0.017511416,0.008114059,0.018066388,-0.043036653,0.064141158,0.006946529,0.996988217,0,-13.97498655,-17.82979401,-14.24030332,-20.28061906,-17.79809664,-15.94946882,-32.39696443,-16.48519428,-12.60236657
0.022197305,0.006911409,0.023023254,-0.057614999,0.080091163,0.007080734,0.995095865,0,-16.12810819,-21.28880501,-15.90194165,-24.38983633,-18.5866833,-16.27589852,-39.56339304,-15.80649284,-12.19514571
0.01453696,0.015240936,0.02650523,-0.074255351,0.057689577,0.009036609,0.995528199,0,-17.86825124,-25.19345874,-18.86856125,-31.65996944,-23.12440923,-19.55905422,-40.71919421,-21.15879516,-15.2809021
-0.001883312,0.02316409,0.029856493,-0.089197447,0.031902788,0.008427176,0.995467232,0,-20.5646443,-29.21998748,-20.83205584,-38.52697756,-27.33401016,-21.61408491,-39.31562039,-20.66109747,-14.98228348
-0.013820839,0.025622205,0.032546864,-0.098205346,-0.00178021,0.009597604,0.995118298,0,-22.48291235,-33.56057871,-22.62211294,-44.92054817,-28.5576736,-23.90817811,-39.19173407,-21.88839979,-17.05085237
-0.029052643,0.03170657,0.037014902,-0.10764851,-0.030901185,0.010102561,0.993657312,0,-25.17930541,-37.58710744,-24.58560754,-51.78755628,-32.76727453,-25.96320881,-37.78816024,-21.3907021,-16.75223376
-0.040348913,0.034933659,0.041210381,-0.117089388,-0.067867201,0.007897157,0.990768264,0,-27.78663596,-41.02066743,-26.98738339,-58.34284564,-36.15890671,-27.68777076,-37.09943017,-22.73050442,-18.5372089
-0.056956033,0.043520832,0.048351936,-0.137797436,-0.094597636,0.007482867,0.985904235,0,-30.48302902,-45.04719616,-28.95087799,-65.20985376,-40.36850764,-29.74280145,-35.69585634,-22.23280673,-18.23859029
-0.069751211,0.045142133,0.053515259,-0.144294582,-0.126206335,0.005982492,0.981435298,0,-33.05989082,-49.45224052,-31.88351321,-71.69600249,-42.1441242,-32.23259778,-34.79970439,-23.55385905,-19.80676855
-0.084761593,0.049024998,0.060006837,-0.149422223,-0.150430298,0.002168018,0.977260981,0,-35.75628388,-53.47876925,-33.84700781,-78.56301061,-46.35372513,-34.28762847,-33.39613057,-23.05616136,-19.50814994
-0.09606461,0.050867845,0.066530375,-0.154412647,-0.190074317,-0.001671351,0.969549223,0,-39.66791131,-56.8695558,-36.29507272,-85.46458903,-48.89633388,-35.13504198,-32.02126768,-22.56783868,-21.41792977
-0.111383531,0.054739958,0.074571741,-0.162467367,-0.214703909,-0.007077555,0.963045427,0,-42.36430436,-60.89608453,-38.25856732,-92.33159715,-53.10593481,-37.19007268,-30.61769386,-22.07014099,-21.11931116
-0.103802387,0.043415721,0.073241339,-0.142355019,-0.215021115,-0.001550905,0.966177294,0,-47.26044118,-60.57081457,-38.50231957,-91.29296861,-51.97864832,-35.61953542,-32.79324489,-25.37684342,-23.05468436
-0.09095063,0.03226205,0.07109097,-0.122364756,-0.20207069,0.00410705,0.971687931,0,-51.47396082,-60.78841571,-38.80378666,-88.06205492,-47.85985793,-33.75280675,-35.10444045,-31.75385834,-26.43585835
-0.089988582,0.018934159,0.068122796,-0.086593828,-0.189507631,0.006071587,0.97803451,0,-55.95378904,-60.73458129,-39.15139633,-85.10228381,-48.8368195,-34.13417378,-36.59781374,-29.92071701,-26.24413195
-0.077492584,0.009181384,0.067316558,-0.070980908,-0.181358073,0.008401838,0.980816175,0,-60.16730868,-60.95218243,-39.45286342,-81.87137012,-44.71802911,-32.26744511,-38.9090093,-36.29773193,-29.62530593
-0.074442981,-0.000638641,0.065485128,-0.045197918,-0.166564744,0.010739353,0.984935531,0,-63.08898261,-61.63406579,-39.8524018,-79.75102772,-47.04711469,-35.27476429,-40.73629373,-38.49466873,-29.64502972
-0.060303989,-0.012311318,0.066247531,-0.022762769,-0.152008272,0.012482764,0.988038219,0,-67.30250224,-61.85166692,-40.15386889,-76.52011403,-42.9283243,-33.40803562,-43.04748929,-44.87168365,-33.02620371
