dtm_13,dtm_24,de_13,de_24,dl
1.817474365234375000e-01,1.867740631103515625e+00,4.224559783935546875e+00,5.044174194335937500e-01,-2.279939651489257812e+00
-1.847797393798828125e+00,2.105365753173828125e+00,4.284774780273437500e+00,6.995697021484375000e-01,-2.263120651245117188e+00
-2.475883483886718750e+00,2.174331665039062500e+00,1.071022033691406250e+01,2.413932800292968750e+00,-1.420633316040039062e+00
-3.200359344482421875e+00,6.103858947753906250e-01,9.974044799804687500e+00,9.746551513671875000e-01,-2.064527511596679688e+00
-3.947208404541015625e+00,1.452014923095703125e+00,9.461078643798828125e+00,1.215270996093750000e+00,-2.051309585571289062e+00
-4.299079895019531250e+00,1.343231201171875000e+00,6.047672271728515625e+00,2.284492492675781250e+00,-3.080282211303710938e+00
-6.664955139160156250e+00,1.415599822998046875e+00,6.938652038574218750e+00,6.562538146972656250e-01,-3.243419647216796875e+00
-6.556690216064453125e+00,3.960372924804687500e+00,7.327426910400390625e+00,5.138553619384765625e+00,-2.669948577880859375e+00
-7.841442108154296875e+00,3.939697265625000000e+00,7.158012390136718750e+00,5.091358184814453125e+00,-2.746959686279296875e+00
-8.899665832519531250e+00,2.401714324951171875e+00,6.556991577148437500e+00,8.133632659912109375e+00,-2.083248138427734375e+00
-5.810287475585937500e+00,4.929393768310546875e+00,6.538070678710937500e+00,6.552013397216796875e+00,-3.164209365844726562e+00
-4.081451416015625000e+00,8.439762115478515625e+00,7.642208099365234375e+00,6.971004486083984375e+00,-2.621637344360351562e+00
-1.369331359863281250e+00,8.457424163818359375e+00,6.584541320800781250e+00,1.078284072875976562e+01,-2.429651260375976562e+00
-3.013992309570312500e-01,5.099887847900390625e+00,5.465484619140625000e+00,1.021226119995117188e+01,-2.896564483642578125e+00
-1.208061218261718750e+00,5.705764770507812500e+00,5.706615447998046875e+00,9.885005950927734375e+00,-2.794681549072265625e+00
-3.671302795410156250e-01,5.381187438964843750e+00,-3.480163574218750000e+00,1.203750228881835938e+01,-2.397052764892578125e+00
-7.372894287109375000e-01,6.365592956542968750e+00,-1.841850280761718750e+00,8.270435333251953125e+00,-3.083549499511718750e+00
1.559215545654296875e+00,9.078144073486328125e+00,-3.635078430175781250e+00,4.606578826904296875e+00,-2.872465133666992188e+00
1.017032623291015625e+00,8.266231536865234375e+00,-4.213394165039062500e+00,4.422138214111328125e+00,-2.794696807861328125e+00
6.575012207031250000e-01,8.207332611083984375e+00,-5.396938323974609375e+00,-9.797286987304687500e-01,-3.185340881347656250e+00
1.997184753417968750e-01,7.666431427001953125e+00,-7.804180145263671875e+00,-3.906745910644531250e-01,-2.956113815307617188e+00
8.954772949218750000e-01,6.529403686523437500e+00,-7.199554443359375000e+00,-2.739742279052734375e+00,-2.916149139404296875e+00
1.600067138671875000e+00,7.430210113525390625e+00,-9.537345886230468750e+00,-6.306499481201171875e+00,-2.521614074707031250e+00
1.459197998046875000e-01,8.483860015869140625e+00,-8.566318511962890625e+00,-8.081417083740234375e+00,-1.658777236938476562e+00
-1.479549407958984375e+00,7.986705780029296875e+00,-9.424575805664062500e+00,-7.217216491699218750e+00,-1.431900024414062500e+00
-4.567493438720703125e+00,6.905574798583984375e+00,-1.267738723754882812e+01,2.611541748046875000e-01,-1.413419723510742188e+00
-3.797435760498046875e+00,8.044261932373046875e+00,-1.731510925292968750e+01,9.744720458984375000e-01,-8.848094940185546875e-01
-3.991714477539062500e+00,9.479099273681640625e+00,-1.478366088867187500e+01,2.220172882080078125e+00,-1.841005325317382812e+00
-3.138061523437500000e+00,1.369633865356445312e+01,-1.494010162353515625e+01,7.188129425048828125e+00,-1.176197052001953125e+00
-4.331954956054687500e+00,1.350576400756835938e+01,-1.674528503417968750e+01,4.103717803955078125e+00,-8.115158081054687500e-01
-4.101909637451171875e+00,1.257691574096679688e+01,-1.798161697387695312e+01,-2.124958038330078125e+00,-1.182771682739257812e+00
-6.041442871093750000e+00,1.114234542846679688e+01,-1.864653015136718750e+01,-7.044757843017578125e+00,-3.125953674316406250e-01
-3.146816253662109375e+00,1.207360458374023438e+01,-1.671348190307617188e+01,-5.929225921630859375e+00,-1.753852844238281250e+00
1.953105926513671875e+00,1.186857986450195312e+01,-1.982002258300781250e+01,-2.838249206542968750e-01,-2.686614990234375000e+00
2.950683593750000000e+00,1.217985916137695312e+01,-1.944037055969238281e+01,4.275707244873046875e+00,-2.462686538696289062e+00
4.725257873535156250e+00,1.114869308471679688e+01,-1.617206954956054688e+01,3.771617889404296875e+00,-2.380901336669921875e+00
5.289096832275390625e+00,1.195543289184570312e+01,-1.664221572875976562e+01,6.529628753662109375e+00,-1.592578887939453125e+00
6.331989288330078125e+00,1.284610366821289062e+01,-1.998607254028320312e+01,6.504642486572265625e+00,6.166267395019531250e-02
4.986251831054687500e+00,1.441530990600585938e+01,-2.325451469421386719e+01,2.132133483886718750e+00,1.037620544433593750e+00
3.810024261474609375e+00,1.270272445678710938e+01,-2.066776275634765625e+01,4.120906829833984375e+00,1.093654632568359375e+00
6.373497009277343750e+00,1.210818099975585938e+01,-2.298499107360839844e+01,4.123233795166015625e+00,1.801811218261718750e+00
1.084746551513671875e+01,8.136150360107421875e+00,-3.111678886413574219e+01,9.959220886230468750e-01,2.953956604003906250e+00
7.027511596679687500e+00,1.103165817260742188e+01,-3.051358795166015625e+01,-3.406375885009765625e+00,3.803207397460937500e+00
4.705806732177734375e+00,1.262157821655273438e+01,-2.927320671081542969e+01,-5.286750793457031250e+00,4.906019210815429688e+00
4.643775939941406250e+00,1.228623580932617188e+01,-2.203957176208496094e+01,8.464508056640625000e-01,3.589445114135742188e+00
4.935798645019531250e+00,1.187276840209960938e+01,-2.151973724365234375e+01,-2.444648742675781250e-01,3.329401016235351562e+00
6.821464538574218750e+00,8.693149566650390625e+00,-1.981474876403808594e+01,3.952407836914062500e-01,1.931938171386718750e+00
9.423702239990234375e+00,4.054134368896484375e+00,-1.552497863769531250e+01,6.407661437988281250e-01,3.195457458496093750e-01
9.512973785400390625e+00,4.795669555664062500e+00,-1.215269851684570312e+01,4.101917266845703125e+00,8.145465850830078125e-01
8.514003753662109375e+00,5.056468963623046875e+00,-9.136711120605468750e+00,4.138919830322265625e+00,5.989723205566406250e-01
1.105655670166015625e+01,4.634452819824218750e+00,-8.507743835449218750e+00,1.060356521606445312e+01,3.073171615600585938e+00
1.120197296142578125e+01,9.255046844482421875e+00,-9.974201202392578125e+00,1.306727218627929688e+01,5.182558059692382812e+00
1.052593994140625000e+01,1.026896286010742188e+01,-1.715762329101562500e+01,8.286403656005859375e+00,3.985437393188476562e+00
1.183349609375000000e+01,9.073154449462890625e+00,-1.961387825012207031e+01,5.996883392333984375e+00,3.398223876953125000e+00
1.213233947753906250e+01,7.353374481201171875e+00,-1.913477706909179688e+01,7.881240844726562500e-01,1.738294601440429688e+00
9.835918426513671875e+00,8.294574737548828125e+00,-9.310501098632812500e+00,-4.325218200683593750e-01,7.406578063964843750e-01
1.139691162109375000e+01,8.176296234130859375e+00,-8.904937744140625000e+00,4.051094055175781250e-01,7.957801818847656250e-01
1.212106323242187500e+01,8.292636871337890625e+00,-1.008314132690429688e+01,5.241050720214843750e-01,1.112895965576171875e+00
1.215529251098632812e+01,8.382244110107421875e+00,-1.054893112182617188e+01,9.191246032714843750e-01,1.307329177856445312e+00
1.355345535278320312e+01,8.861865997314453125e+00,-9.737041473388671875e+00,4.518394470214843750e-01,1.642328262329101562e+00
1.383684921264648438e+01,9.990512847900390625e+00,-8.625141143798828125e+00,2.440261840820312500e-01,1.790254592895507812e+00
1.410285568237304688e+01,1.009791946411132812e+01,-2.397319793701171875e+00,-3.474246978759765625e+00,1.761817932128906250e+00
1.624820327758789062e+01,1.228142929077148438e+01,-6.680046081542968750e+00,3.239788055419921875e+00,3.635652542114257812e+00
1.798939132690429688e+01,1.163729476928710938e+01,-6.149307250976562500e+00,5.075099945068359375e+00,4.009012222290039062e+00
1.748066329956054688e+01,1.373479843139648438e+01,-8.202671051025390625e+00,3.187728881835937500e+00,4.848085403442382812e+00
1.195783996582031250e+01,1.283371353149414062e+01,-7.317829132080078125e+00,-2.347602844238281250e+00,2.822145462036132812e+00
1.206575393676757812e+01,1.108362197875976562e+01,-4.783306121826171875e+00,-6.027576446533203125e+00,2.479047775268554688e+00
1.000767898559570312e+01,1.174687576293945312e+01,1.615982055664062500e-01,-1.109830856323242188e+01,4.847625732421875000e+00
9.859542846679687500e+00,1.525043106079101562e+01,4.171394348144531250e+00,-1.241599273681640625e+01,6.308385848999023438e+00
6.575962066650390625e+00,1.566077804565429688e+01,-2.231250762939453125e+00,-1.441228485107421875e+01,5.802072525024414062e+00
6.259685516357421875e+00,1.052278518676757812e+01,-8.109474182128906250e-01,-1.149858474731445312e+01,4.074068069458007812e+00
6.427482604980468750e+00,9.789356231689453125e+00,-1.330596923828125000e+00,-1.076536178588867188e+01,4.479427337646484375e+00
5.410678863525390625e+00,8.732967376708984375e+00,3.160400390625000000e-01,-1.067348098754882812e+01,4.038467407226562500e+00
5.164211273193359375e+00,9.180355072021484375e+00,1.515117645263671875e+00,-1.106290435791015625e+01,4.574113845825195312e+00
5.529499053955078125e+00,1.128355026245117188e+01,4.310615539550781250e+00,-1.233271789550781250e+01,5.236679077148437500e+00
5.961563110351562500e+00,8.697505950927734375e+00,2.823238372802734375e+00,-1.002784729003906250e+01,3.565860748291015625e+00
5.543704986572265625e+00,7.743282318115234375e+00,-2.614742279052734375e+00,-7.019615173339843750e+00,3.071506500244140625e+00
4.894649505615234375e+00,7.278316497802734375e+00,-7.007297515869140625e+00,-4.502857208251953125e+00,3.264736175537109375e+00
6.609970092773437500e+00,6.202915191650390625e+00,-1.077941894531250000e+01,-5.169906616210937500e-01,3.537681579589843750e+00
5.134593963623046875e+00,5.624698638916015625e+00,-5.298019409179687500e+00,6.620216369628906250e-01,2.883674621582031250e+00
3.028602600097656250e+00,6.864902496337890625e+00,-4.215835571289062500e+00,1.288253784179687500e+00,3.264589309692382812e+00
2.850063323974609375e+00,7.209720611572265625e+00,9.639091491699218750e-01,4.490062713623046875e+00,3.611368179321289062e+00
1.428363800048828125e+00,7.119823455810546875e+00,-8.267135620117187500e-01,5.974567413330078125e+00,3.179897308349609375e+00
-3.913993835449218750e-01,7.339290618896484375e+00,3.171016693115234375e+00,4.737773895263671875e+00,2.938367843627929688e+00
-1.369167327880859375e+00,7.283023834228515625e+00,7.235034942626953125e+00,1.532199859619140625e+00,3.082822799682617188e+00
-3.964305877685546875e+00,6.711368560791015625e+00,6.587554931640625000e+00,2.542129516601562500e+00,3.177381515502929688e+00
-6.842010498046875000e+00,6.246818542480468750e+00,8.312969207763671875e+00,3.866508483886718750e+00,3.616971969604492188e+00
-6.265296936035156250e+00,6.407291412353515625e+00,1.099781036376953125e+01,2.736927032470703125e+00,3.686817169189453125e+00
-6.107318878173828125e+00,8.178470611572265625e+00,1.225033187866210938e+01,1.985492706298828125e+00,4.246644973754882812e+00
-6.446235656738281250e+00,6.331520080566406250e+00,9.933891296386718750e+00,1.187122344970703125e+00,2.968860626220703125e+00
-5.045604705810546875e+00,1.002965927124023438e+01,1.120285797119140625e+01,3.791400909423828125e+00,3.535690307617187500e+00
-3.483520507812500000e+00,1.346846389770507812e+01,1.068367385864257812e+01,6.957798004150390625e+00,4.344604492187500000e+00
-2.616615295410156250e+00,1.193494796752929688e+01,4.722129821777343750e+00,2.472347259521484375e+00,3.119533538818359375e+00
-1.408725738525390625e+00,1.177867507934570312e+01,1.490341186523437500e+00,-2.122425079345703125e+00,3.354814529418945312e+00
1.147407531738281250e+00,1.335648727416992188e+01,3.404891967773437500e+00,-3.262531280517578125e+00,3.275667190551757812e+00
-6.490707397460937500e-02,1.261573410034179688e+01,-3.456611633300781250e-01,-4.767559051513671875e+00,2.728054046630859375e+00
-9.126052856445312500e-01,1.364101791381835938e+01,-5.496139526367187500e-01,-2.111198425292968750e+00,2.739963531494140625e+00
-3.814758300781250000e+00,1.161620712280273438e+01,2.636489868164062500e-01,-5.558090209960937500e-01,2.043962478637695312e+00
-3.240425109863281250e+00,1.169382095336914062e+01,-5.622432708740234375e+00,4.610557556152343750e-01,2.279367446899414062e+00
1.436996459960937500e-02,1.199979782104492188e+01,-6.374351501464843750e+00,3.222793579101562500e+00,1.519433975219726562e+00
3.670158386230468750e-01,1.244909286499023438e+01,-5.733116149902343750e+00,2.901660919189453125e+00,1.843437194824218750e+00
-2.387065887451171875e+00,1.313492965698242188e+01,-1.192893981933593750e+01,4.243816375732421875e+00,3.133749008178710938e+00
-2.286720275878906250e+00,1.308487319946289062e+01,-9.043392181396484375e+00,5.612819671630859375e+00,2.750392913818359375e+00
-2.038135528564453125e+00,1.438724899291992188e+01,-6.478984832763671875e+00,9.958484649658203125e+00,3.848047256469726562e+00
-1.948135375976562500e+00,1.647393417358398438e+01,-6.334545135498046875e+00,1.191422653198242188e+01,4.325693130493164062e+00
-2.058193206787109375e+00,1.644108963012695312e+01,-1.578140258789062500e+00,1.563298416137695312e+01,5.070457458496093750e+00
